,events,hit_distance_sc,launch_angle,launch_speed,estimated_ba_using_speedangle
2204,force_out,9,-12,75.9,0.069
2320,field_out,33,86,71.1,0.0
3858,field_out,3,-36,86.2,0.074
3936,field_out,196,49,69.8,0.171
3368,sac_bunt,3,-45,34.5,0.257
3349,home_run,353,29,100.4,0.506
3559,field_out,101,70,74.8,0.006
3890,field_out,333,34,91.0,0.04
2190,field_out,12,-12,87.9,0.149
2979,field_out,16,-6,103.7,0.354
3085,home_run,389,31,101.0,0.56
2236,single,203,11,101.3,0.886
2383,double_play,160,7,106.4,0.626
2814,double,328,19,101.7,0.451
3290,field_out,17,-8,102.4,0.266
2916,field_error,27,-4,90.5,0.189
3077,single,85,5,100.8,0.64
3455,field_out,95,8,67.1,0.203
4038,field_out,5,-22,71.7,0.031
4171,home_run,420,31,105.1,0.791
3702,single,228,24,76.6,0.737
4261,field_out,137,14,65.7,0.371
2712,single,1,-62,43.5,0.217
2936,double,372,29,99.7,0.506
3381,single,218,22,71.2,0.931
147,single,111,6,101.2,0.663
4233,double_play,100,11,61.0,0.234
817,double,365,22,102.4,0.571
861,field_out,144,65,77.6,0.009
890,single,159,38,57.0,0.34
442,grounded_into_double_play,59,1,99.5,0.443
552,single,189,14,80.0,0.657
1126,field_out,347,38,94.9,0.097
1148,home_run,400,30,99.6,0.503
690,grounded_into_double_play,12,-5,100.8,0.274
1413,field_out,148,12,90.5,0.82
1711,field_out,100,6,92.8,0.454
1036,field_out,278,37,81.8,0.014
1523,double,275,15,106.1,0.611
1825,field_out,37,11,35.5,0.209
1936,single,274,14,104.2,0.74
1970,field_out,4,-36,64.1,0.083
2427,single,344,21,102.3,0.529
2599,single,120,7,101.6,0.689
2740,single,19,-5,95.1,0.291
2779,double,224,11,105.0,0.889
3549,grounded_into_double_play,4,-33,65.3,0.054
3912,single,189,24,67.3,0.88
2537,field_out,357,35,96.4,0.12
2983,field_out,372,36,100.0,0.291
3500,field_out,135,9,98.7,0.691
3776,home_run,389,28,102.8,0.757
4204,single,208,15,79.4,0.74
3835,field_out,69,6,71.5,0.166
4305,field_out,383,27,102.2,0.7
3190,home_run,375,26,108.7,0.98
3532,field_out,273,28,75.9,0.457
4035,force_out,4,-29,106.0,0.111
4334,single,250,17,99.7,0.451
105,field_out,346,22,96.4,0.209
138,field_out,223,63,93.8,0.006
3842,single,130,11,77.3,0.369
146,field_out,29,-2,96.6,0.317
200,field_out,140,9,101.3,0.726
254,field_out,37,-1,94.9,0.357
338,field_out,198,62,99.1,0.02
307,field_out,126,20,56.9,0.354
374,single,225,14,90.9,0.94
411,field_out,262,41,82.3,0.029
628,field_out,7,-14,86.9,0.117
398,field_out,331,18,106.7,0.62
514,field_out,9,-17,96.1,0.154
816,field_out,312,27,90.2,0.1
859,field_out,3,-42,35.6,0.246
900,field_out,17,-7,75.9,0.074
675,field_out,12,-8,82.5,0.117
786,single,0,-75,25.3,0.203
877,field_out,110,8,77.5,0.337
1047,field_out,22,-6,103.4,0.323
1329,field_out,8,-15,83.7,0.111
1420,field_out,1,-45,52.5,0.163
1477,field_out,120,72,85.3,0.006
1402,grounded_into_double_play,3,-18,72.1,0.066
1622,single,226,20,80.3,0.914
1645,field_out,310,35,90.7,0.037
1715,field_out,3,-28,97.1,0.106
1872,field_out,348,44,99.0,0.031
1934,force_out,14,-11,85.2,0.126
1990,force_out,86,49,40.4,0.097
2153,force_out,10,-10,60.4,0.091
2199,single,260,20,86.3,0.551
1922,field_out,286,19,88.6,0.614
2160,field_out,273,21,88.8,0.354
2280,field_out,2,-38,79.0,0.094
2658,double,168,18,70.2,0.697
2771,field_out,22,-4,104.5,0.383
3304,field_out,60,74,79.2,0.006
3870,field_out,11,-15,82.5,0.103
4185,field_out,248,46,80.6,0.026
4392,double,302,11,108.4,0.903
3380,field_out,92,73,63.1,0.006
4360,field_out,338,22,105.0,0.789
2956,field_out,309,28,90.4,0.094
3129,single,130,6,96.4,0.549
2123,field_error,3,-39,83.3,0.063
4016,field_out,85,10,68.9,0.237
3186,field_out,8,-14,97.9,0.206
3409,field_out,2,-46,77.7,0.126
2470,field_out,388,22,102.9,0.666
3424,grounded_into_double_play,104,5,101.6,0.603
1620,field_out,9,-13,98.9,0.22
1758,field_out,115,7,101.3,0.68
2008,field_out,312,41,93.5,0.006
59,field_out,341,37,98.2,0.171
182,single,141,12,74.8,0.36
240,field_out,12,-8,90.3,0.166
2476,field_out,298,22,86.6,0.343
2622,double,141,26,57.1,0.431
324,field_out,121,8,88.9,0.494
383,field_out,308,36,86.3,0.011
502,double,326,17,111.8,0.754
735,single,240,28,73.3,0.709
810,field_out,28,-2,75.6,0.111
3309,field_out,206,52,75.2,0.106
3563,sac_fly,296,45,97.5,0.017
2375,double,152,20,65.3,0.617
2731,single,275,14,96.2,0.923
3209,home_run,431,25,109.3,0.977
3675,sac_fly,280,25,88.0,0.134
3718,double,16,-6,89.5,0.149
3962,single,175,10,90.1,0.629
4166,double,93,5,105.7,0.563
879,field_out,265,48,85.3,0.003
1080,double,353,23,101.6,0.651
1277,field_out,293,36,82.8,0.017
1418,field_out,161,64,84.3,0.006
1570,single,195,8,98.3,0.634
1157,field_out,383,25,99.0,0.477
1596,field_out,344,35,99.8,0.331
1631,field_out,238,46,78.6,0.049
1717,field_out,7,-16,75.9,0.063
1434,field_out,17,-5,91.6,0.189
1495,sac_fly,355,15,109.0,0.683
1681,single,1,-69,,
1852,single,2,-55,33.6,0.243
1887,field_error,65,1,91.1,0.309
2091,double,291,17,93.9,0.583
2262,field_out,296,21,89.7,0.311
2071,double,307,20,106.8,0.757
2332,field_out,11,-15,74.2,0.057
2625,field_out,252,53,96.1,0.006
3448,single,223,20,81.1,0.877
3882,field_out,330,43,100.9,0.103
4271,field_out,286,33,82.2,0.031
2706,field_out,348,16,102.5,0.531
3043,field_out,321,35,92.1,0.046
3864,field_out,182,52,68.8,0.126
4344,single,3,-52,36.5,0.249
3340,field_out,129,65,71.1,0.0
3743,field_out,14,-6,101.2,0.254
2709,field_out,306,16,99.2,0.586
2918,field_out,326,46,98.5,0.009
2938,single,12,-10,99.0,0.251
2167,field_out,9,-11,97.0,0.203
2297,double,237,25,81.9,0.283
2792,field_out,47,2,72.1,0.137
3057,field_out,370,39,102.0,0.286
3650,field_out,356,16,109.7,0.714
4040,field_out,8,-20,98.5,0.129
2484,force_out,25,-5,91.6,0.189
2924,single,183,54,72.1,0.109
3014,field_out,247,46,84.0,0.003
4273,single,240,40,79.5,0.023
2026,field_out,4,-32,72.0,0.063
2242,single,1,-68,35.8,0.217
3151,field_out,187,57,75.8,0.074
3083,grounded_into_double_play,130,8,88.1,0.491
4320,field_out,352,26,102.3,0.68
156,home_run,367,37,102.0,0.377
176,grounded_into_double_play,7,-15,106.5,0.234
265,single,252,13,101.0,0.897
354,single,1,-43,62.0,0.174
231,force_out,95,7,87.8,0.469
396,field_out,153,11,87.9,0.657
584,single,6,-16,100.8,0.189
639,field_out,173,57,68.7,0.051
720,field_out,299,27,83.8,0.129
779,field_out,334,32,96.3,0.189
905,field_out,121,70,92.0,0.017
1046,field_out,3,-33,91.3,0.103
802,force_out,111,4,100.5,0.557
958,field_out,314,39,90.6,0.023
1095,single,213,16,86.2,0.949
1249,sac_fly,339,30,90.2,0.066
1255,triple,268,14,100.1,0.789
1129,field_out,354,27,99.2,0.483
1409,single,46,6,50.0,0.14
1508,single,20,-4,104.0,0.369
1608,field_out,371,34,99.1,0.303
1497,field_out,1,-51,54.7,0.197
1888,field_out,198,55,74.3,0.094
2086,field_out,62,78,93.7,0.009
2141,field_out,349,28,98.5,0.38
2221,field_out,340,41,101.1,0.14
2292,double,268,13,109.6,0.834
2806,home_run,349,30,97.7,0.349
4212,field_out,291,44,90.3,0.009
2180,field_out,2,-36,78.6,0.086
3211,field_out,11,-13,94.5,0.166
3923,double,301,15,104.7,0.62
2157,field_out,286,45,88.2,0.006
2512,field_out,341,20,93.0,0.26
2873,field_out,248,35,72.8,0.409
3487,single,234,13,86.1,0.82
3252,force_out,6,-22,68.1,0.046
3456,force_out,128,14,67.9,0.386
3773,single,78,3,98.0,0.491
3957,home_run,411,35,105.1,0.649
3437,home_run,378,39,106.5,0.471
2631,field_out,301,41,91.5,0.009
1924,field_out,82,3,100.0,0.471
2545,sac_bunt,4,-34,31.7,0.266
3348,field_out,13,-7,86.7,0.114
3752,field_out,292,18,92.2,0.574
3274,field_out,3,-31,67.5,0.04
3713,field_out,366,23,100.6,0.543
4386,field_out,11,-11,61.1,0.08
3589,field_out,147,61,70.7,0.023
164,double,31,0,81.8,0.2
215,field_out,126,70,83.4,0.006
2111,field_out,120,69,90.0,0.014
2495,home_run,428,33,107.2,0.823
3582,field_out,7,-18,83.8,0.086
565,field_out,311,43,94.1,0.009
593,double,257,39,76.0,0.117
778,single,66,1,98.6,0.406
1027,field_out,163,51,61.7,0.091
1736,field_out,18,-6,103.4,0.323
1212,field_out,157,37,54.0,0.283
1283,double,205,11,85.3,0.574
1472,grounded_into_double_play,7,-20,90.6,0.1
1671,single,206,17,78.2,0.9
2954,field_out,3,-32,107.5,0.109
3136,field_out,166,58,72.8,0.046
3800,field_error,1,-68,69.5,0.237
3966,field_out,3,-48,43.9,0.217
1789,field_out,76,4,93.1,0.414
2269,single,24,-3,89.5,0.206
2922,field_out,399,19,108.1,0.754
2641,double,320,26,95.1,0.191
2830,home_run,413,24,103.0,0.734
3558,field_out,186,35,60.7,0.546
3892,field_out,326,18,92.8,0.503
3586,field_out,121,8,92.3,0.571
3705,field_out,172,59,73.2,0.046
4060,single,1,-46,49.5,0.163
1518,field_out,200,47,67.6,0.229
1762,double,267,18,103.4,0.449
1877,single,201,10,102.5,0.837
2010,single,242,14,105.1,0.714
2266,field_out,244,54,95.4,0.006
3364,field_out,17,-7,112.5,0.397
3760,double,321,18,97.7,0.394
4058,grounded_into_double_play,20,-3,59.4,0.114
2730,field_out,371,31,100.9,0.56
2108,field_out,377,29,98.2,0.354
2666,single,109,7,92.1,0.497
3953,field_out,82,3,105.5,0.54
2968,double,300,21,90.2,0.311
3166,double,252,15,94.2,0.843
3722,field_out,1,-41,76.0,0.114
3782,field_out,217,57,91.8,0.006
4089,field_out,124,9,77.2,0.343
4396,field_out,300,44,92.3,0.003
3637,field_out,126,7,86.3,0.423
4215,force_out,2,-28,79.7,0.057
69,field_out,104,9,76.8,0.343
81,field_out,37,0,90.9,0.289
129,field_out,200,55,74.8,0.094
192,double,400,23,108.8,0.969
35,field_out,325,18,101.4,0.4
40,single,247,27,75.2,0.609
67,field_out,5,-30,76.3,0.057
143,field_out,343,23,97.8,0.337
197,field_out,34,-1,104.9,0.437
287,home_run,399,23,107.0,0.903
367,single,2,-57,67.8,0.254
503,field_out,251,34,72.4,0.534
616,field_out,112,70,72.4,0.0
206,field_out,359,34,97.8,0.229
519,home_run,413,23,107.2,0.903
634,field_out,2,-51,63.4,0.237
812,sac_bunt,38,20,27.7,0.214
857,single,112,6,88.9,0.446
978,single,216,11,101.3,0.886
571,field_out,321,40,93.3,0.023
643,field_out,8,-14,90.1,0.123
743,field_out,368,30,98.7,0.403
1132,field_out,311,19,94.6,0.349
1174,field_out,9,-15,87.9,0.111
1165,field_out,33,-2,101.6,0.329
1312,single,25,-3,81.7,0.177
1397,field_out,315,25,88.8,0.134
1350,field_out,121,66,75.3,0.006
1445,sac_fly,390,26,101.7,0.68
1515,field_out,131,11,80.4,0.449
1753,single,25,2,32.7,0.223
1638,single,61,2,96.9,0.454
2121,single,288,26,84.5,0.137
2192,field_out,343,16,103.7,0.54
2214,field_out,170,7,100.7,0.68
3127,field_out,71,2,111.0,0.574
3328,field_out,5,-25,103.4,0.14
3816,field_out,266,16,96.8,0.663
3908,field_out,310,29,90.6,0.097
2653,field_out,348,30,92.5,0.089
3301,force_out,4,-25,100.7,0.134
4018,single,32,-2,96.8,0.317
4321,field_out,130,6,93.8,0.471
3133,double,280,19,106.1,0.609
3273,field_out,345,45,100.5,0.026
3451,field_out,4,-25,93.7,0.091
3734,field_out,2,-42,81.5,0.097
271,field_out,95,7,85.4,0.434
295,field_out,247,48,83.5,0.009
4021,single,241,18,83.4,0.897
8,single,119,5,95.5,0.477
18,home_run,402,27,109.0,0.983
117,field_out,1,-62,60.7,0.269
446,field_out,3,-32,64.6,0.049
550,field_out,90,6,82.6,0.374
626,field_out,290,42,94.2,0.006
155,grounded_into_double_play,5,-23,107.9,0.169
244,field_out,172,61,78.2,0.026
264,single,218,13,92.2,0.911
834,field_out,361,41,103.3,0.246
1007,field_out,7,-18,65.6,0.043
517,field_out,13,-8,86.7,0.129
1074,field_out,131,7,97.2,0.617
1119,force_out,11,-13,64.8,0.057
1172,single,200,12,96.9,0.894
1348,field_out,4,-21,98.4,0.114
775,force_out,9,-11,74.2,0.057
851,single,19,-5,106.2,0.386
1106,field_out,68,1,102.6,0.474
1209,double,344,16,107.8,0.674
1455,field_out,167,10,101.5,0.783
1585,field_out,82,7,77.2,0.343
1633,home_run,393,29,108.8,0.986
1552,field_out,5,-28,84.6,0.043
2284,single,10,-16,88.6,0.097
2398,field_out,342,19,98.9,0.366
3233,field_out,132,13,68.2,0.34
1723,field_out,280,32,81.2,0.046
2057,field_out,8,-17,90.3,0.114
3599,field_out,212,61,90.4,0.006
3740,field_out,7,-15,97.8,0.177
4262,field_out,226,52,82.0,0.034
2714,double,374,18,110.6,0.8
3295,field_out,7,-15,68.2,0.043
3476,field_out,319,43,99.6,0.069
2747,field_out,6,-19,99.3,0.117
3072,field_out,2,-34,82.7,0.063
3626,field_out,24,-4,70.0,0.08
3259,field_out,269,55,97.2,0.014
2392,field_out,277,42,85.5,0.014
3105,single,25,-4,82.4,0.16
4335,single,125,10,83.8,0.497
79,field_out,7,-13,91.0,0.137
130,field_out,316,20,101.6,0.483
1954,field_out,344,34,92.6,0.057
2608,field_out,11,-13,81.1,0.111
160,field_out,12,-11,102.9,0.26
250,field_out,94,75,87.0,0.006
262,field_out,241,51,85.2,0.017
420,double,225,15,95.9,0.811
3351,field_out,12,-10,93.4,0.18
4092,field_out,25,-3,73.6,0.094
455,field_out,343,41,94.6,0.023
477,field_out,290,17,95.5,0.56
611,field_out,145,59,61.5,0.011
48,field_out,388,26,99.0,0.463
314,field_out,29,4,36.3,0.22
406,single,236,26,71.9,0.874
706,field_out,324,37,91.0,0.02
866,field_out,10,-13,98.7,0.22
518,single,178,13,90.4,0.92
573,field_out,338,32,91.7,0.083
585,field_out,257,48,79.7,0.037
1183,home_run,391,22,105.7,0.837
1383,field_out,360,34,98.0,0.229
1696,single,222,11,96.4,0.786
1776,field_out,19,-7,90.6,0.18
840,force_out,109,6,87.9,0.429
988,fielders_choice,5,-32,71.7,0.063
1186,field_out,175,28,62.9,0.754
1813,grounded_into_double_play,10,-15,95.5,0.209
1897,force_out,22,-6,91.7,0.186
2134,single,236,12,103.2,0.917
1980,field_out,8,-15,101.7,0.223
2102,single,17,2,25.8,0.249
2808,field_out,48,-1,102.6,0.409
3062,home_run,429,26,111.3,0.991
4010,single,217,16,82.7,0.929
2150,field_out,246,46,82.1,0.014
2472,single,208,19,73.9,0.903
2539,double,182,11,100.7,0.886
3111,single,47,-1,93.9,0.323
3285,double,267,12,103.9,0.889
0,grounded_into_double_play,134,10,84.4,0.497
2,single,39,0,102.5,0.46
22,field_out,5,-21,98.8,0.134
2507,single,141,6,108.8,0.669
2847,home_run,411,32,106.3,0.806
33,field_out,9,-12,83.7,0.131
41,field_out,90,7,77.6,0.331
53,field_out,4,-17,66.7,0.043
3141,field_out,3,-19,92.5,0.109
3677,field_out,266,32,75.6,0.263
136,grounded_into_double_play,17,-6,75.3,0.086
212,single,206,14,88.5,0.96
260,field_out,13,-9,91.8,0.206
107,field_out,91,10,58.9,0.2
152,field_out,7,-18,101.7,0.2
323,field_out,15,-8,89.9,0.166
409,field_out,1,-57,91.1,0.186
460,double,339,22,100.2,0.374
493,field_out,24,-4,57.1,0.126
381,field_out,287,14,102.1,0.754
484,field_out,3,-34,97.4,0.109
613,field_out,46,0,91.0,0.289
662,single,116,9,82.8,0.446
845,sac_fly,279,49,90.8,0.011
1025,triple,371,26,102.2,0.68
1136,field_out,2,-43,60.6,0.174
788,field_out,3,-33,83.3,0.063
885,grounded_into_double_play,100,4,106.4,0.566
991,single,22,-5,103.3,0.337
1050,single,7,-17,96.1,0.154
1282,field_out,1,-68,43.1,0.194
1353,field_out,3,-44,77.2,0.106
1437,field_out,73,72,83.0,0.003
1272,grounded_into_double_play,4,-23,92.1,0.103
1314,single,40,-2,100.5,0.351
1507,field_out,2,-42,53.9,0.16
1600,single,92,5,95.0,0.477
1597,field_out,5,-28,91.4,0.077
1674,sac_fly,345,43,104.0,0.186
1751,field_error,2,-45,74.7,0.12
2194,single,4,-23,98.0,0.114
1687,field_out,3,-31,84.0,0.037
1729,double,401,22,103.1,0.666
1832,field_out,8,-22,80.8,0.029
2054,field_out,6,-19,105.0,0.226
2240,field_out,56,1,102.0,0.5
2306,field_out,344,31,96.1,0.209
2357,double,336,18,104.0,0.494
2496,field_out,80,77,82.0,0.017
2107,field_out,3,-41,87.8,0.074
2961,field_out,308,15,102.8,0.649
3143,field_out,15,-7,94.2,0.217
3879,field_out,124,71,73.2,0.0
3169,field_out,303,32,84.2,0.037
3729,field_out,5,-24,68.8,0.031
4111,field_out,310,15,100.8,0.637
2930,field_out,4,-25,101.5,0.134
3862,field_error,7,-17,83.1,0.097
1016,field_out,5,-24,80.6,0.043
1096,field_out,7,-14,73.3,0.043
1140,field_out,12,-11,74.2,0.057
3297,field_out,235,51,87.8,0.014
3889,field_out,8,-14,71.2,0.051
1207,field_out,261,55,97.6,0.014
1604,field_out,16,-8,66.6,0.094
2060,double,373,24,100.6,0.563
2476,field_out,24,-2,89.3,0.234
2762,double,352,33,100.6,0.449
2891,field_out,286,40,85.9,0.017
3303,single,207,16,81.6,0.926
2833,single,208,14,94.0,0.92
3044,single,226,20,77.9,0.963
3412,single,110,6,95.1,0.494
4329,double,365,24,102.0,0.683
3507,double,249,12,108.5,0.891
3546,single,167,14,78.6,0.617
161,single,216,13,87.4,0.823
216,field_out,296,20,98.8,0.323
4412,grounded_into_double_play,43,1,89.6,0.271
4090,double,6,-22,94.7,0.111
4562,single,220,31,66.7,0.877
355,field_out,3,-21,101.6,0.183
677,field_out,169,18,69.6,0.697
937,field_out,150,9,91.0,0.586
2678,field_out,183,49,67.5,0.163
3008,single,179,7,104.6,0.606
3754,home_run,448,26,110.8,0.991
4376,single,279,14,105.1,0.714
682,home_run,414,33,102.2,0.523
823,double,114,7,97.5,0.626
900,single,11,-12,95.7,0.197
1392,field_out,291,19,96.5,0.329
1346,field_out,11,-9,107.6,0.337
1457,field_out,12,-17,100.4,0.149
1601,double,173,8,113.5,0.8
1703,field_out,320,21,100.8,0.454
1448,field_out,6,-19,91.0,0.094
1684,single,212,27,66.7,0.929
1738,single,204,12,97.9,0.906
1875,home_run,420,29,107.1,0.94
1986,home_run,378,26,106.2,0.949
2244,home_run,393,34,103.2,0.571
2303,field_out,7,-17,79.5,0.069
1889,field_out,124,8,87.8,0.491
1999,field_out,294,20,88.0,0.489
2707,field_out,257,52,88.2,0.017
2806,field_out,9,-14,96.1,0.186
2979,field_out,3,-45,43.2,0.231
2222,field_out,2,-44,70.1,0.163
3186,field_out,334,24,91.0,0.16
3544,double,375,19,115.2,0.837
4294,field_out,10,-12,40.7,0.223
4472,field_out,309,42,91.0,0.003
2705,field_out,305,19,96.2,0.311
4254,single,236,13,97.4,0.926
2195,single,24,-2,56.6,0.109
2314,single,146,4,110.5,0.634
2412,single,172,10,97.3,0.703
3191,field_out,346,32,88.6,0.04
4078,grounded_into_double_play,10,-17,69.4,0.046
4219,single,82,4,99.1,0.557
1225,field_out,265,46,83.3,0.006
1287,single,260,16,91.9,0.837
1534,field_out,202,59,81.6,0.031
1575,single,137,10,89.8,0.629
1649,field_out,11,-10,82.3,0.117
4721,field_out,381,28,98.2,0.38
3341,single,20,-4,93.7,0.269
3673,field_out,65,5,71.1,0.157
3986,field_out,10,-10,92.0,0.186
4440,double,253,15,105.3,0.62
13,double,184,11,96.4,0.786
50,single,234,18,85.0,0.849
2005,field_out,273,45,85.2,0.006
2228,single,167,33,60.8,0.597
104,field_out,343,38,93.7,0.077
3200,field_out,44,78,70.6,0.006
425,field_out,3,-20,68.8,0.049
459,field_out,35,13,29.2,0.22
516,field_out,197,60,83.9,0.026
132,field_out,332,42,92.1,0.003
364,double,332,19,108.7,0.794
721,field_out,1,-55,67.7,0.249
846,single,4,-35,29.6,0.274
864,double,336,16,104.6,0.571
940,home_run,388,24,106.9,0.917
1074,single,155,18,72.9,0.809
758,field_out,139,64,76.1,0.009
885,field_out,2,-32,66.8,0.046
1085,field_out,9,-18,62.0,0.043
1149,single,2,-41,64.8,0.131
1341,field_out,154,9,97.3,0.634
1386,field_out,231,56,82.6,0.037
1367,field_out,320,41,88.4,0.006
1465,single,1,-56,66.8,0.257
1619,field_out,254,46,83.4,0.006
1752,field_out,401,31,103.0,0.643
1791,field_out,164,64,85.8,0.006
1773,field_out,6,-16,99.7,0.163
2037,field_out,373,29,93.7,0.146
2157,field_out,361,31,95.0,0.154
2051,field_out,303,42,86.1,0.014
2309,field_out,159,67,87.6,0.009
2461,single,181,8,109.9,0.783
2864,field_out,14,-5,89.5,0.151
3354,field_out,55,6,58.5,0.163
3977,field_out,161,15,73.1,0.569
3274,field_out,200,64,90.1,0.009
3477,field_out,138,12,76.2,0.386
3871,double,358,27,92.3,0.129
1789,field_out,43,83,66.7,0.006
2012,force_out,5,-25,92.3,0.071
2742,field_out,148,66,76.6,0.009
3254,field_out,260,18,89.7,0.674
3781,field_out,297,22,89.9,0.251
4275,single,23,-8,93.8,0.223
2708,single,12,-9,100.0,0.254
2934,force_out,30,-2,85.6,0.197
3199,single,1,-55,,
3319,field_out,14,-5,78.8,0.123
3661,double,342,31,91.7,0.086
4395,single,131,9,83.8,0.463
3133,double,389,23,103.2,0.706
3644,single,147,7,102.5,0.64
3885,home_run,421,30,103.1,0.697
280,single,399,23,103.2,0.706
340,single,158,8,100.9,0.686
383,field_out,291,45,89.9,0.009
0,field_out,279,28,78.3,0.28
9,single,1,-55,93.4,0.151
21,field_out,301,18,97.3,0.403
551,field_out,298,45,91.5,0.006
650,double,339,20,102.4,0.483
845,double,362,18,107.3,0.62
1023,force_out,2,-60,29.1,0.24
1198,single,184,10,96.7,0.703
584,field_out,369,29,95.2,0.177
1226,field_out,262,15,96.0,0.811
1371,field_out,348,27,91.2,0.114
1599,single,202,21,73.1,0.949
1948,field_out,375,35,97.8,0.211
1964,single,144,22,59.1,0.437
2075,single,114,5,97.3,0.537
2265,single,191,18,70.9,0.743
2433,field_out,327,36,94.9,0.114
2301,grounded_into_double_play,14,-9,65.0,0.077
2420,single,252,10,102.2,0.809
2521,field_out,300,51,102.6,0.026
2881,field_out,2,-38,78.4,0.097
3685,field_out,294,23,92.7,0.177
3175,single,236,21,80.9,0.783
4406,grounded_into_double_play,4,-23,85.8,0.1
4580,single,153,7,105.3,0.606
3882,field_error,3,-29,89.2,0.066
4278,grounded_into_double_play,3,-31,78.5,0.06
2480,single,51,1,85.3,0.277
3603,field_out,299,15,107.3,0.637
4291,field_error,6,-28,30.6,0.271
4613,home_run,373,29,102.7,0.717
2589,field_out,4,-27,62.9,0.031
2790,field_out,6,-17,98.4,0.154
3182,field_error,5,-22,86.9,0.106
2751,field_out,21,-5,90.2,0.151
2890,triple,400,24,103.2,0.734
3022,double,243,14,109.4,0.729
3760,field_out,64,76,71.3,0.006
4080,field_out,1,-54,59.4,0.22
245,double,213,13,101.4,0.897
126,field_out,215,52,83.0,0.026
261,field_out,349,19,101.9,0.451
882,field_out,295,46,100.3,0.029
567,field_out,49,-1,107.5,0.477
967,field_out,378,28,101.0,0.649
693,field_out,325,33,97.3,0.197
975,single,244,12,100.5,0.917
1072,single,57,0,106.6,0.483
1274,field_out,17,-8,73.1,0.074
1483,field_out,146,64,95.2,0.017
1621,single,227,25,71.2,0.931
1731,field_out,315,23,89.7,0.226
1322,field_out,19,-6,90.0,0.149
1485,field_out,361,28,102.3,0.694
1745,single,165,61,84.2,0.017
1971,field_out,316,25,96.7,0.351
2088,grounded_into_double_play,8,-18,98.8,0.126
2095,grounded_into_double_play,24,-5,102.2,0.294
2752,double,181,65,96.9,0.023
2958,field_out,66,71,87.6,0.003
3960,single,61,2,103.5,0.474
4423,field_out,306,17,94.4,0.583
2642,field_out,15,-6,82.5,0.126
4519,field_out,281,41,88.5,0.006
1975,field_out,254,47,85.5,0.0
3127,grounded_into_double_play,47,0,91.8,0.323
3706,single,237,19,83.4,0.823
4664,home_run,427,25,110.7,0.986
2802,field_out,321,26,88.3,0.109
3486,field_out,21,-3,104.0,0.351
4135,field_out,1,-56,53.1,0.22
4103,field_out,2,-35,56.7,0.083
4210,field_out,373,24,99.9,0.497
4310,field_out,227,52,88.4,0.017
3328,field_out,4,-25,87.7,0.08
